AGE,GENDER,POLICYSTATUS,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,SUMASSURED,PREMIUM
58,1,0,1,24,115,5100000,4462500
58,1,0,1,24,115,6800000,5950000.01
64,1,0,1,16,115,4000000,3499999.99
59,1,0,1,21,115,8300000,6916666.68
59,1,0,1,24,115,11900000,10412500.01
70,1,0,1,18,115,2200000,1924999.99
58,1,0,1,23,115,11800000,10324999.99
58,1,0,1,24,115,4500000,3937500
69,1,0,1,20,115,9275000,7729166.68
62,1,0,1,17,115,8375000,7328125.01
54,1,0,1,23,115,14700000,12250000
55,1,0,1,29,115,7560000,6615000
58,1,0,1,26,115,6000000,5250000
62,1,0,1,16,115,5860000,4883333.32
58,1,0,1,23,115,10800000,9450000
59,1,0,1,29,115,21000000,18375000
67,1,0,1,17,115,10840000,9484999.99
50,1,0,1,30,115,23000000,20125000.01
68,1,0,1,19,115,12300000,10762500
55,1,0,1,29,115,2140000,1872499.99
60,1,0,1,15,115,5400000,4725000
53,1,0,1,28,115,5635000,4930624.99
58,1,0,1,21,115,2800000,2449999.99
55,1,0,1,30,115,6000000,5250000
61,1,0,1,15,115,30000000,26250000
60,1,0,1,15,115,5500000,4812499.99
68,1,0,1,17,115,30000000,26250000
55,1,0,1,23,115,8000000,7333333.34
68,1,0,1,16,115,6200000,5683333.34
54,1,0,1,29,115,8000000,7333333.34
63,1,0,1,17,115,7800000,7150000
51,1,0,1,21,115,4500000,4125000
69,1,0,1,20,115,2600000,2383333.34
55,1,0,1,23,115,55000000,50416666.66
69,1,0,1,20,115,9840000,8610000
58,1,0,1,28,115,3390000,3107500
62,1,0,1,20,115,7790000,7140833.34
65,1,0,1,18,115,10000000,9166666.66
69,1,0,1,16,115,11380000,10431666.66
58,1,0,1,24,115,4000000,3666666.66
52,1,0,1,28,115,5800000,5316666.66
56,1,0,1,28,115,8120000,7443333.34
50,1,0,1,20,115,10500000,9625000
60,1,0,1,19,115,3950000,3620833.34
54,1,0,1,23,115,6000000,5500000
61,1,0,1,17,115,4070000,3730833.34
59,1,0,1,24,115,6000000,5500000
50,1,0,1,28,115,16350000,14306250
62,1,0,1,19,115,35000000,32083333.34
62,1,0,1,15,115,4650000,4262500
59,1,0,1,22,115,50000000,20212673.61
52,1,0,1,29,115,16400000,14350000.01
66,1,0,1,17,115,8000000,7333333.34
51,1,0,1,22,115,9030000,8277500
61,1,0,1,20,115,23000000,21083333.34
60,1,0,1,18,115,23000000,21083333.34
60,1,0,1,15,115,7080000,6490000
62,1,0,1,20,115,9000000,8250000
70,1,0,1,16,115,16000000,14666666.66
68,1,0,1,19,115,5270000,4830833.34
69,1,0,1,20,115,15250000,13979166.66
67,1,0,1,17,115,5000000,4583333.34
69,1,0,1,20,115,17000000,15583333.34
56,1,0,1,22,115,7000000,6416666.66
66,1,0,1,15,115,7960000,7296666.66
63,1,0,1,18,115,30000000,25000000
65,1,0,1,19,115,30000000,25000000
52,1,0,1,20,115,13170000,12072500
61,1,0,1,20,115,5500000,5041666.66
69,1,0,1,18,115,4990000,4782083.33
64,1,0,1,16,115,8500000,8145833.33
54,1,0,1,28,115,17200000,16483333.33
70,1,0,1,18,115,2780000,2664166.67
53,1,0,1,20,115,8660000,8299166.67
53,1,0,1,28,115,1400000,1341666.67
52,1,0,1,27,115,1232000,1180666.67
50,1,0,1,25,115,1190000,1140416.67
59,1,0,1,26,115,9900000,9487500
61,1,0,1,16,115,8240000,7896666.67
69,1,0,1,19,115,4000000,3833333.33
66,1,0,1,20,115,5830000,5344166.66
61,1,0,1,15,115,20000000,19166666.67
56,1,0,1,28,115,5000000,4791666.67
60,1,0,1,15,115,5420000,5194166.67
58,1,0,1,30,115,5000000,5000000
69,1,0,1,18,115,17000000,17000000
54,1,0,1,25,115,80000000,80000000
59,1,0,1,25,115,5750000,5750000
56,1,0,1,20,115,1840000,1073333.3
65,1,0,1,20,115,1650000,962500
51,1,0,1,20,115,790000,460833.3
60,1,0,1,18,115,540000,315000
52,1,0,1,25,115,3900000,2275000
68,1,0,1,17,115,1300000,758333.3
61,1,0,1,16,115,2600000,1516666.7
67,1,0,1,20,115,2000000,1250000.03
56,1,0,1,26,115,4100000,2562500.03
62,1,0,1,17,115,2000000,1250000.03
68,1,0,1,16,115,1400000,875000.03
67,1,0,1,15,115,2000000,1333333.36
69,1,0,1,18,115,1400000,933333.36
57,1,0,1,27,115,5000000,3333333.36
64,1,0,1,19,115,5500000,3895833.31
51,1,0,1,25,115,3150000,2231250
56,1,0,1,26,115,2000000,1416666.69
66,1,0,1,19,115,2000000,1416666.69
66,1,0,1,19,115,10000000,7499999.98
51,1,0,1,29,115,32000000,22666666.69
69,1,0,1,19,115,11500000,8624999.98
65,1,0,1,20,115,13500000,10687500
56,1,0,1,24,115,27000000,21375000
64,1,0,1,16,115,10200000,8075000
62,1,0,1,15,115,17000000,13458333.35
58,1,0,1,21,115,12000000,9500000
61,1,0,1,18,115,30000000,25000000
51,1,0,1,28,115,5000000,4166666.68
63,1,0,1,18,115,11000000,9166666.68
68,1,0,1,18,115,6300000,4987500
51,1,0,1,26,115,6000000,5000000
64,1,0,1,15,115,20000000,16666666.68
70,1,0,1,16,115,11500000,9583333.32
54,1,0,1,27,115,4000000,3333333.32
64,1,0,1,16,115,18000000,15750000
53,1,0,1,29,115,11000000,9625000.01
52,1,0,1,26,115,22000000,19249999.99
55,1,0,1,23,115,4800000,4200000
59,1,0,1,29,115,5000000,4375000.01
69,1,0,1,20,115,4700000,4112500.01
56,1,0,1,24,115,11800000,9833333.32
64,1,0,1,18,115,2000000,1833333.34
58,1,0,1,28,115,9000000,8250000
66,1,0,1,16,115,16900000,15491666.66
63,1,0,1,16,115,16900000,15491666.66
56,1,0,1,25,115,10000000,9166666.66
55,1,0,1,21,115,7200000,6600000
57,1,0,1,29,115,1600000,1466666.66
54,1,0,1,21,115,10000000,9166666.66
61,1,0,1,17,115,8300000,7608333.34
62,1,0,1,18,115,2000000,1833333.34
59,1,0,1,24,115,2000000,1833333.34
56,1,0,1,30,115,11000000,10083333.34
62,1,0,1,17,115,17000000,16291666.67
68,1,0,1,20,115,30000000,28750000
60,1,0,1,16,115,4000000,3833333.33
63,1,0,1,19,115,2500000,2395833.33
63,1,0,1,15,115,3400000,3258333.33
63,1,0,1,16,115,14500000,13895833.33
67,1,0,1,19,115,10000000,9583333.33
60,1,0,1,19,115,8500000,8145833.33
50,1,0,1,24,115,11000000,10541666.67
61,1,0,1,20,115,3000000,3000000
62,1,0,1,18,115,1200000,1200000
51,1,0,1,21,115,5000000,5000000
52,1,0,1,20,115,5000000,5000000
68,1,0,1,20,115,7000000,7000000
51,1,0,1,29,115,4000000,4000000
50,1,0,1,23,115,45000000,45000000
67,1,0,1,19,115,400000,199999.96
67,1,0,1,18,115,2000000,1000000.04
60,1,0,1,17,115,450000,225000
61,1,0,1,16,115,670000,334999.96
67,1,0,1,15,115,1000000,388888.84
64,1,0,1,17,115,2000000,1083333.37
69,1,0,1,18,115,1480000,786170.63
57,1,0,1,21,115,500000,270833.37
64,1,0,1,20,115,600000,50000
50,1,0,1,24,115,200000,33333.3
70,1,0,1,17,115,500000,291666.7
69,1,0,1,20,115,775000,452083.3
70,1,0,1,17,115,2000000,1166666.7
62,1,0,1,20,115,500000,291666.7
56,1,0,1,27,115,1300000,758333.3
57,1,0,1,26,115,450000,200000
52,1,0,1,26,115,850000,531249.97
62,1,0,1,18,115,400000,200000.02
54,1,0,1,20,115,900000,562500
52,1,0,1,28,115,475000,47500
67,1,0,1,15,115,1150000,718749.97
54,1,0,1,23,115,630000,393750
61,1,0,1,19,115,640000,399999.97
65,1,0,1,20,115,1500000,937500
59,1,0,1,28,115,1260000,787500
51,1,0,1,20,115,440000,275000.03
50,1,0,1,22,115,500000,312500.03
62,1,0,1,15,115,2000000,1333333.36
69,1,0,1,16,115,1150000,766666.64
51,1,0,1,29,115,5000000,3333333.36
52,1,0,1,21,115,800000,533333.36
58,1,0,1,30,115,540000,360000
64,1,0,1,18,115,520000,346666.64
68,1,0,1,16,115,8000000,5333333.36
50,1,0,1,29,115,980000,653333.36
64,1,0,1,17,115,1520000,1013333.36
58,1,0,1,29,115,4100000,2904166.69
64,1,0,1,18,115,2000000,1413333.28
61,1,0,1,16,115,3300000,2337500
62,1,0,1,20,115,640000,453333.31
58,1,0,1,20,115,700000,495833.31
60,1,0,1,19,115,3000000,2125000
60,1,0,1,15,115,1500000,1062500
67,1,0,1,20,115,3200000,2266666.69
54,1,0,1,26,115,2000000,1416666.69
50,1,0,1,22,115,7680000,5760000
63,1,0,1,17,115,4000000,2999999.98
61,1,0,1,20,115,540000,405000
56,1,0,1,25,115,5000000,3750000.02
58,1,0,1,24,115,8400000,6650000
54,1,0,1,21,115,15000000,11875000
66,1,0,1,17,115,10000000,7916666.65
52,1,0,1,29,115,10000000,7916666.65
60,1,0,1,18,115,10000000,7916666.65
55,1,0,1,29,115,10000000,7916666.65
65,1,0,1,16,115,34000000,26916666.65
70,1,0,1,15,115,3700000,2929166.65
58,1,0,1,28,115,11000000,8708333.35
67,1,0,1,15,115,18000000,14250000
65,1,0,1,16,115,2300000,1820833.35
65,1,0,1,20,115,10000000,7916666.65
63,1,0,1,17,115,2000000,1583333.35
70,1,0,1,18,115,5000000,3958333.35
51,1,0,1,22,115,8900000,7416666.68
59,1,0,1,26,115,2500000,2083333.32
65,1,0,1,15,115,41000000,34166666.68
63,1,0,1,19,115,6700000,5583333.32
67,1,0,1,15,115,13000000,10833333.32
65,1,0,1,16,115,4570000,3808333.32
55,1,0,1,26,115,4400000,3850000.01
64,1,0,1,19,115,8900000,7787500.01
68,1,0,1,18,115,6000000,5000000.01
55,1,0,1,30,115,9000000,7875000
55,1,0,1,22,115,2900000,2537500.01
64,1,0,1,15,115,6000000,5250000
53,1,0,1,29,115,6600000,5775000
66,1,0,1,17,115,11940000,10447500
60,1,0,1,18,115,2750000,2406250.01
69,1,0,1,18,115,7350000,6431250
70,1,0,1,18,115,11680000,10219999.99
69,1,0,1,20,115,10000000,8749999.99
51,1,0,1,24,115,4900000,4287499.99
68,1,0,1,18,115,2800000,2566666.66
56,1,0,1,23,115,4590000,4207500
60,1,0,1,15,115,9400000,8616666.66
66,1,0,1,20,115,65000000,59583333.34
53,1,0,1,21,115,7400000,6783333.34
57,1,0,1,23,115,2590000,2374166.66
56,1,0,1,22,115,1660000,1521666.66
62,1,0,1,18,115,4840000,4436666.66
62,1,0,1,17,115,23000000,21083333.34
54,1,0,1,24,115,6350000,5820833.34
67,1,0,1,17,115,7050000,6462500
69,1,0,1,18,115,7800000,7150000
66,1,0,1,15,115,1220000,1118333.34
55,1,0,1,24,115,5300000,4858333.34
61,1,0,1,17,115,6000000,5500000
59,1,0,1,23,115,4400000,4033333.34
58,1,0,1,21,115,700000,641666.66
55,1,0,1,23,115,7200000,6600000
66,1,0,1,20,115,4000000,3666666.66
50,1,0,1,22,115,11060000,10138333.34
56,1,0,1,22,115,8500000,7791666.66
51,1,0,1,23,115,9600000,8400000
52,1,0,1,30,115,5960000,5463333.34
66,1,0,1,20,115,7800000,7150000
62,1,0,1,19,115,15500000,14208333.34
68,1,0,1,17,115,7000000,6416666.66
62,1,0,1,20,115,4200000,3850000
61,1,0,1,18,115,2200000,2016666.66
62,1,0,1,15,115,8000000,7333333.34
50,1,0,1,21,115,11400000,10450000
52,1,0,1,20,115,5000000,4583333.34
70,1,0,1,16,115,5400000,4950000
66,1,0,1,16,115,11000000,10541666.67
68,1,0,1,16,115,4500000,4312500
69,1,0,1,17,115,4420000,4235833.33
59,1,0,1,28,115,10250000,9822916.67
65,1,0,1,20,115,4500000,4312500
58,1,0,1,23,115,4000000,3777777.78
52,1,0,1,30,115,2700000,2587500
58,1,0,1,26,115,2230000,2137083.33
58,1,0,1,28,115,4000000,3833333.33
64,1,0,1,18,115,2180000,2089166.67
57,1,0,1,25,115,680000,651666.67
63,1,0,1,18,115,9040000,8663333.33
70,1,0,1,15,115,4340000,4159166.67
54,1,0,1,23,115,2500000,2395833.33
65,1,0,1,15,115,2070000,2070000
67,1,0,1,18,115,2800000,2800000
64,1,0,1,19,115,650000,352083.37
63,1,0,1,16,115,1000000,583333.3
68,1,0,1,17,115,1700000,1062500.03
54,1,0,1,26,115,1000000,708333.31
68,1,0,1,15,115,1200000,850000
70,1,0,1,17,115,3500000,2625000.02
55,1,0,1,30,115,10000000,7916666.65
51,1,0,1,30,115,39000000,30875000
58,1,0,1,22,115,23000000,18208333.35
70,1,0,1,20,115,5800000,4591666.65
68,1,0,1,15,115,7500000,5937500
68,1,0,1,15,115,13000000,10291666.65
55,1,0,1,22,115,9000000,7500000
59,1,0,1,22,115,1400000,1225000.01
70,1,0,1,18,115,8000000,7000000.01
63,1,0,1,19,115,8000000,7000000.01
69,1,0,1,15,115,2000000,1833333.34
63,1,0,1,18,115,1400000,1283333.34
65,1,0,1,17,115,2000000,1833333.34
50,1,0,1,22,115,1800000,1650000
64,1,0,1,17,115,3500000,3354166.67
57,1,0,1,23,115,15000000,15000000
67,1,0,1,18,115,3000000,3000000
67,1,0,1,17,115,8000000,8000000
69,1,0,1,18,115,860000,465833.37
51,1,0,1,28,115,2000000,1083333.37
59,1,0,1,20,115,1000000,541666.63
60,1,0,1,20,115,2000000,1083333.37
53,1,0,1,22,115,450000,262500
53,1,0,1,25,115,1280000,746666.7
56,1,0,1,25,115,900000,150000
56,1,0,1,30,115,1200000,750000
64,1,0,1,19,115,1000000,666666.64
54,1,0,1,21,115,830000,553333.36
69,1,0,1,17,115,3500000,2201957.98
52,1,0,1,27,115,1800000,1200000
62,1,0,1,20,115,980000,694166.69
55,1,0,1,21,115,1600000,1133333.31
51,1,0,1,30,115,4350000,3262500
66,1,0,1,19,115,31000000,18226504.62
67,1,0,1,15,115,4500000,3750000
70,1,0,1,18,115,16500000,12833333.32
51,1,0,1,26,115,1850000,1541666.68
58,1,0,1,21,115,3500000,2916666.68
51,1,0,1,29,115,3000000,2333333.32
52,1,0,1,27,115,4600000,3833333.32
61,1,0,1,17,115,15000000,12501662.05
60,1,0,1,20,115,15000000,12500000
55,1,0,1,20,115,16000000,13333333.32
50,1,0,1,22,115,2740000,2511666.66
67,1,0,1,15,115,2100000,1925000
64,1,0,1,19,115,7850000,7195833.34
70,1,0,1,17,115,15000000,11785714.29
56,1,0,1,26,115,7400000,7400000
51,1,0,1,25,115,450000,262500
52,1,0,1,24,115,1300000,758333.3
57,1,0,1,28,115,16000000,11999999.98
65,1,0,1,17,115,1400000,1225000.01
54,1,0,1,20,115,1700000,1558333.34
59,1,0,1,29,115,1500000,1375000
52,1,0,1,23,115,3300000,3025000
64,1,0,1,19,115,620000,310000.04
59,1,0,1,26,115,500000,291666.7
63,1,0,1,19,115,500000,291666.7
55,1,0,1,30,115,1000000,583333.3
60,1,0,1,17,115,500000,291666.7
60,1,0,1,16,115,800000,433333.37
59,1,0,1,23,115,650000,406250.03
59,1,0,1,20,115,4900000,3266666.64
69,1,0,1,18,115,1600000,999999.97
51,1,0,1,26,115,650000,433333.36
50,1,0,1,24,115,500000,333333.36
67,1,0,1,16,115,800000,533333.36
52,1,0,1,28,115,2000000,1250000.03
67,1,0,1,15,115,1300000,866666.64
64,1,0,1,15,115,1000000,666666.64
65,1,0,1,18,115,600000,400000
62,1,0,1,19,115,2500000,1666666.64
60,1,0,1,20,115,800000,566666.69
52,1,0,1,30,115,620000,439166.69
58,1,0,1,21,115,2900000,2054166.69
61,1,0,1,18,115,4600000,3258333.31
64,1,0,1,17,115,2500000,1770833.31
55,1,0,1,30,115,8000000,6000000.02
52,1,0,1,28,115,4200000,3150000
53,1,0,1,27,115,4000000,2999999.98
66,1,0,1,16,115,4200000,3150000
53,1,0,1,28,115,720000,510000
58,1,0,1,25,115,600000,425000
50,1,0,1,21,115,15000000,11250000
70,1,0,1,17,115,4000000,2999999.98
70,1,0,1,18,115,12000000,9500000
61,1,0,1,15,115,14250000,11281250
53,1,0,1,20,115,7000000,5541666.65
66,1,0,1,17,115,21000000,15750000
66,1,0,1,18,115,18500000,13875000.02
60,1,0,1,20,115,13000000,9749999.98
64,1,0,1,17,115,7000000,5541666.65
50,1,0,1,22,115,30000000,23750000
51,1,0,1,24,115,7200000,6000000
52,1,0,1,26,115,5500000,4583333.32
59,1,0,1,28,115,6200000,5166666.68
65,1,0,1,15,115,10000000,8333333.32
50,1,0,1,21,115,4200000,3500000
67,1,0,1,15,115,5000000,4375000.01
55,1,0,1,29,115,4500000,3937500
58,1,0,1,23,115,5000000,4375000.01
65,1,0,1,17,115,8000000,7000000.01
69,1,0,1,15,115,7000000,6124999.99
59,1,0,1,26,115,5500000,4812499.99
61,1,0,1,16,115,16000000,13333333.32
61,1,0,1,20,115,15000000,12500000
61,1,0,1,18,115,12000000,10500000
57,1,0,1,23,115,3800000,3483333.34
63,1,0,1,15,115,10000000,8749999.99
60,1,0,1,15,115,8000000,7333333.34
69,1,0,1,19,115,4000000,3666666.66
69,1,0,1,15,115,8500000,7791666.66
51,1,0,1,24,115,33000000,30250000
58,1,0,1,25,115,7500000,6562500
67,1,0,1,18,115,2000000,1666666.67
50,1,0,1,30,115,12000000,11000000
53,1,0,1,21,115,3500000,3062500.01
64,1,0,1,20,115,7500000,6562500
68,1,0,1,19,115,7500000,6875000
50,1,0,1,25,115,4500000,4125000
52,1,0,1,24,115,3000000,2750000
70,1,0,1,17,115,4000000,3666666.66
61,1,0,1,16,115,12000000,11000000
53,1,0,1,20,115,4000000,3666666.66
66,1,0,1,15,115,9000000,8625000
66,1,0,1,19,115,6000000,5750000
69,1,0,1,15,115,15000000,14375000
59,1,0,1,22,115,17000000,15583333.34
65,1,0,1,17,115,33000000,31625000
61,1,0,1,20,115,17000000,16291666.67
55,1,0,1,26,115,7500000,7187500
68,1,0,1,19,115,1000000,958333.33
68,1,0,1,19,115,9000000,8625000
57,1,0,1,23,115,2600000,2491666.67
61,1,0,1,18,115,7500000,7187500
59,1,0,1,22,115,17000000,16291666.67
56,1,0,1,29,115,1500000,125000
67,1,0,1,15,115,4800000,3800000
67,1,0,1,15,115,1940000,1616666.68
64,1,0,1,20,115,7500000,6875000
67,1,0,1,17,115,4340000,3797500.01
54,1,0,1,24,115,2700000,2475000
68,1,0,1,20,115,2300000,2108333.34
51,1,0,1,23,115,2100000,1925000
57,1,0,1,29,115,7500000,7187500
65,1,0,1,15,115,380000,174166.71
57,1,0,1,26,115,358000,178999.96
67,1,0,1,16,115,1300000,649999.96
69,1,0,1,18,115,515000,257500.04
68,1,0,1,18,115,650000,325000.04
67,1,0,1,18,115,1050000,568750
56,1,0,1,22,115,1550000,839583.37
53,1,0,1,29,115,374000,202583.37
58,1,0,1,26,115,570000,58055.52
51,1,0,1,28,115,780000,422500
51,1,0,1,30,115,3000000,1625000
62,1,0,1,20,115,430000,232916.63
61,1,0,1,18,115,1000000,583333.3
70,1,0,1,16,115,440000,256666.7
57,1,0,1,22,115,670000,390833.3
63,1,0,1,19,115,450000,243750
60,1,0,1,17,115,900000,525000
57,1,0,1,28,115,2200000,1374999.97
68,1,0,1,20,115,3400000,2124999.97
66,1,0,1,17,115,1240000,823804.34
59,1,0,1,30,115,820000,546666.64
60,1,0,1,18,115,420000,109447.26
66,1,0,1,18,115,5000000,3333333.36
58,1,0,1,26,115,1500000,1000000
53,1,0,1,20,115,1500000,1062500
60,1,0,1,20,115,420000,297500
59,1,0,1,25,115,7400000,5241666.69
65,1,0,1,15,115,2000000,1416666.69
52,1,0,1,30,115,3600000,2550000
57,1,0,1,28,115,1360000,963333.31
52,1,0,1,24,115,4360000,3088333.31
64,1,0,1,17,115,3700000,2466666.64
66,1,0,1,19,115,750000,531250
69,1,0,1,20,115,680000,0
50,1,0,1,23,115,1500000,1125000
59,1,0,1,22,115,1380000,1035000
58,1,0,1,23,115,4200000,2558673.61
66,1,0,1,15,115,6500000,4875000.02
54,1,0,1,30,115,8500000,6374999.98
65,1,0,1,18,115,45000000,33750000
68,1,0,1,20,115,45000000,6428571.42
64,1,0,1,15,115,2050000,1537499.98
69,1,0,1,15,115,22000000,15583333.31
64,1,0,1,17,115,25000000,17708333.31
50,1,0,1,24,115,11800000,8358333.31
70,1,0,1,16,115,30000000,22500000
50,1,0,1,22,115,6700000,4745833.31
70,1,0,1,18,115,28000000,7000000
69,1,0,1,19,115,13500000,10125000
70,1,0,1,17,115,13500000,10125000
69,1,0,1,20,115,45000000,35625000
68,1,0,1,15,115,30000000,23750000
58,1,0,1,29,115,5500000,4354166.65
61,1,0,1,15,115,1450000,1147916.65
53,1,0,1,29,115,4000000,0
56,1,0,1,25,115,15000000,11875000
66,1,0,1,15,115,2100000,1662500
69,1,0,1,17,115,8000000,6000000.02
67,1,0,1,18,115,7000000,5541666.65
68,1,0,1,19,115,10000000,7916666.65
50,1,0,1,23,115,20000000,15000000.02
56,1,0,1,24,115,12650000,9487500.02
59,1,0,1,29,115,6000000,4750000
52,1,0,1,28,115,3380000,2699882.88
62,1,0,1,17,115,20000000,15833333.35
53,1,0,1,22,115,40000000,33333333.32
68,1,0,1,17,115,35000000,0
64,1,0,1,18,115,37000000,30833333.32
60,1,0,1,16,115,11000000,8708333.35
53,1,0,1,28,115,2400000,2000000
60,1,0,1,19,115,8900000,7045833.35
61,1,0,1,17,115,7500000,6250000
69,1,0,1,19,115,10600000,8391666.65
54,1,0,1,30,115,12450000,2767694.71
54,1,0,1,20,115,17250000,13656250
69,1,0,1,20,115,2200000,1833333.32
58,1,0,1,20,115,7500000,5937500
51,1,0,1,29,115,13800000,11500000
51,1,0,1,24,115,7670000,6391666.68
50,1,0,1,25,115,38000000,33250000.01
63,1,0,1,15,115,7700000,6737500.01
63,1,0,1,16,115,3000000,2625000
61,1,0,1,16,115,5000000,4375000.01
50,1,0,1,27,115,3300000,2887500
66,1,0,1,19,115,6300000,4122000
50,1,0,1,27,115,3500000,3062500.01
64,1,0,1,16,115,2000000,1750000.01
55,1,0,1,22,115,16500000,14437500
68,1,0,1,16,115,2400000,2100000
61,1,0,1,19,115,920000,805000.01
61,1,0,1,19,115,24000000,21000000
67,1,0,1,20,115,2100000,1837500
64,1,0,1,20,115,8400000,7000000
61,1,0,1,18,115,23000000,20125000.01
60,1,0,1,20,115,8280000,7245000
53,1,0,1,20,115,7000000,6124999.99
52,1,0,1,23,115,30000000,27500000
52,1,0,1,22,115,10000000,9166666.66
55,1,0,1,25,115,11500000,10541666.66
54,1,0,1,29,115,13000000,11916666.66
52,1,0,1,30,115,10000000,9166666.66
64,1,0,1,17,115,6500000,5958333.34
60,1,0,1,16,115,8400000,7700000
59,1,0,1,24,115,11200000,10266666.66
68,1,0,1,17,115,7000000,6416666.66
55,1,0,1,27,115,4500000,4125000
68,1,0,1,17,115,1970000,1805833.34
55,1,0,1,21,115,2600000,2275000.01
70,1,0,1,19,115,21000000,17500000
55,1,0,1,26,115,9000000,7875000
57,1,0,1,29,115,3000000,2750000
69,1,0,1,15,115,2600000,2383333.34
62,1,0,1,15,115,12000000,10500284.96
53,1,0,1,21,115,10000000,7500000.01
57,1,0,1,26,115,2000000,1833333.34
54,1,0,1,25,115,3000000,2750000
64,1,0,1,16,115,2400000,2200000
53,1,0,1,27,115,3000000,2750000
69,1,0,1,18,115,18500000,16187500.01
57,1,0,1,30,115,20000000,17500000.01
57,1,0,1,24,115,3200000,2933333.34
57,1,0,1,22,115,45000000,41250000
52,1,0,1,22,115,3890000,3565833.34
62,1,0,1,15,115,23000000,20125000.01
63,1,0,1,17,115,10200000,9350000
58,1,0,1,26,115,7000000,6416666.66
65,1,0,1,17,115,9000000,8250000
64,1,0,1,15,115,3450000,3306250
67,1,0,1,20,115,9600000,9200000
69,1,0,1,17,115,16900000,15491666.66
62,1,0,1,15,115,35000000,33541666.67
66,1,0,1,19,115,6000000,5750000
50,1,0,1,30,115,3200000,2953846.15
53,1,0,1,22,115,3470000,3325416.67
67,1,0,1,15,115,12500000,11979166.67
65,1,0,1,18,115,2500000,2395833.33
58,1,0,1,30,115,5180000,4964166.67
61,1,0,1,18,115,6000000,5750000
60,1,0,1,18,115,11900000,11404166.67
51,1,0,1,21,115,85000000,85000000
62,1,0,1,15,115,9125000,8744791.67
57,1,0,1,22,115,10000000,10000000
63,1,0,1,15,115,15300000,14662500
64,1,0,1,19,115,25000000,25000000
50,1,0,1,26,115,47000000,47000000
54,1,0,1,25,115,5400000,5400000
59,1,0,1,29,115,408000,204000
60,1,0,1,16,115,1500000,0
65,1,0,1,19,115,1500000,750000
67,1,0,1,18,115,1000000,0
59,1,0,1,20,115,2000000,1083333.37
67,1,0,1,17,115,1800000,1004002.15
64,1,0,1,18,115,870000,507500
53,1,0,1,27,115,400000,66666.7
60,1,0,1,20,115,1300000,812499.97
60,1,0,1,15,115,1000000,250000.03
68,1,0,1,17,115,3200000,2000000.03
62,1,0,1,16,115,1160000,725000.03
61,1,0,1,16,115,1500000,1000000
59,1,0,1,26,115,1400000,933333.36
54,1,0,1,21,115,2800000,1555555.52
64,1,0,1,18,115,750000,500000
64,1,0,1,18,115,2000000,1416666.69
57,1,0,1,21,115,3800000,2691666.69
53,1,0,1,24,115,8000000,6000000.02
58,1,0,1,25,115,33000000,26125000
63,1,0,1,18,115,5500000,4354166.65
64,1,0,1,17,115,5000000,3958333.35
50,1,0,1,21,115,7900000,6254166.65
55,1,0,1,21,115,7300000,6083333.32
52,1,0,1,27,115,5000000,4166666.68
53,1,0,1,20,115,3000000,2500000
68,1,0,1,16,115,6500000,5416666.68
68,1,0,1,18,115,1445000,1204166.68
65,1,0,1,20,115,850000,708333.32
57,1,0,1,28,115,20000000,17500000.01
56,1,0,1,26,115,4970000,4348750.01
63,1,0,1,19,115,8600000,7166666.68
63,1,0,1,19,115,4500000,3937500
50,1,0,1,25,115,1800000,1575000
63,1,0,1,18,115,2600000,2275000.01
63,1,0,1,18,115,610000,533749.99
65,1,0,1,15,115,3000000,2625000
55,1,0,1,30,115,16900000,14787499.99
70,1,0,1,19,115,32000000,29333333.34
68,1,0,1,18,115,10230000,9377500
64,1,0,1,17,115,17000000,16208734.63
58,1,0,1,30,115,4000000,3666666.66
56,1,0,1,30,115,3120000,2990000
65,1,0,1,20,115,6300000,6037500
60,1,0,1,16,115,17000000,16291666.67
52,1,0,1,20,115,17000000,16291666.67
64,1,0,1,17,115,4150000,3977083.33
61,1,0,1,15,115,54000000,54000000
58,1,0,1,20,115,4200000,4025000
52,1,0,1,26,115,9500000,9104166.67
61,1,0,1,18,115,4400000,4216666.67
54,1,0,1,24,115,3450000,3306250
68,1,0,1,16,115,9000000,8625000
62,1,0,1,19,115,1120000,435555.58
62,1,0,1,20,115,650000,352083.37
51,1,0,1,26,115,1500000,812500
51,1,0,1,28,115,3000000,1750000
62,1,0,1,18,115,800000,466666.7
57,1,0,1,28,115,900000,0
57,1,0,1,29,115,500000,291666.7
54,1,0,1,24,115,4000000,2499999.97
65,1,0,1,16,115,630000,393750
65,1,0,1,20,115,1100000,687500.03
57,1,0,1,27,115,2000000,1250000.03
54,1,0,1,30,115,2000000,1333333.36
67,1,0,1,16,115,2000000,1333333.36
64,1,0,1,18,115,850000,566666.64
68,1,0,1,19,115,3000000,1875000
51,1,0,1,24,115,3000000,1875000
67,1,0,1,20,115,2000000,1333333.36
68,1,0,1,18,115,1600000,1066666.64
64,1,0,1,15,115,650000,433333.36
66,1,0,1,19,115,4200000,0
62,1,0,1,18,115,2000000,1416666.69
69,1,0,1,19,115,2500000,1770833.31
69,1,0,1,18,115,4200000,2975000
51,1,0,1,29,115,1800000,1275000
68,1,0,1,19,115,3000000,2125000
70,1,0,1,15,115,2400000,1800000
63,1,0,1,19,115,14000000,10500000.02
